timestamp,actual_mean,actual_std,pred_mean,mae,max_error,bias,hour,dayofweek,date
2016-09-12 00:00:00,512.4747193031359,1243.665257164873,525.7387405107562,39.01999961188972,1817.85904215532,-13.264021207620308,0,0,2016-09-12
2016-09-12 01:00:00,495.0199117852162,1217.2757267456723,514.7721074748066,45.22437895643786,3642.4872655552363,-19.752195689590398,1,0,2016-09-12
2016-09-12 02:00:00,489.19304306620205,1203.1904453501795,502.78113510486213,37.542785917747786,1822.0027407789248,-13.588092038660017,2,0,2016-09-12
2016-09-12 03:00:00,489.310728641115,1193.615994874691,496.8252755946529,40.23509824107642,1639.9158022670385,-7.514546953537938,3,0,2016-09-12
2016-09-12 04:00:00,495.9189406685237,1215.2519930723179,498.0020990762507,44.19416657989466,3589.253563735999,-2.0831584077270375,4,0,2016-09-12
2016-09-12 05:00:00,504.67702608089263,1207.4900386765037,513.8358068046654,49.01716701384136,4484.764971995123,-9.158780723772805,5,0,2016-09-12
2016-09-12 06:00:00,544.7262288904396,1277.6770492840374,546.8030172658749,58.41362250166658,3643.816532317277,-2.076788375435275,6,0,2016-09-12
2016-09-12 07:00:00,569.0467269042628,1273.5505784314396,574.4064650265899,66.43943770564097,8485.19740283753,-5.359738122327228,7,0,2016-09-12
2016-09-12 08:00:00,614.1894652204339,1387.5211244934724,595.2190085932679,69.72331714348947,5466.653191088093,18.970456627166026,8,0,2016-09-12
2016-09-12 09:00:00,646.4595914265636,1438.3826998719621,632.2327902636546,58.682958243265865,2062.334206473498,14.226801162908977,9,0,2016-09-12
2016-09-12 10:00:00,675.4074137517631,1486.1177473672624,653.986323097608,67.37465295504215,3275.7053456997655,21.42109065415511,10,0,2016-09-12
2016-09-12 11:00:00,695.8764197303052,1503.2449958240447,685.5049892202686,62.75583787187882,5777.23707687062,10.371430510036559,11,0,2016-09-12
2016-09-12 12:00:00,716.2518740241305,1545.2062277148711,697.4929816597642,50.37907157248589,2870.359571319321,18.758892364366364,12,0,2016-09-12
2016-09-12 13:00:00,719.0161587985866,1553.6352191364754,713.5687868967849,41.05129743907,1722.0434738711037,5.447371901801696,13,0,2016-09-12
2016-09-12 14:00:00,722.4983789139633,1565.7299879149284,714.4432096567177,38.95878360320187,1311.9408797911615,8.055169257245568,14,0,2016-09-12
2016-09-12 15:00:00,721.3914849507736,1568.690715613778,714.7996784326712,42.89051014074287,5815.423823141336,6.59180651810235,15,0,2016-09-12
2016-09-12 16:00:00,710.6883292837078,1539.1258225674242,704.7879272801493,44.036181106616965,2368.6011133654065,5.900402003558505,16,0,2016-09-12
